39,acostcy01,,,1946,11,22,Mexico,25,El Sabino,,,,,,,Cy,Acosta,,Cecilio (Miranda),,165,70,R,R,6/4/1972,5/5/1975,,acostcy01,acostcy01,acosc101,acostcy01,acostcy01
40,acosted01,,,1944,3,9,Panama,,Boquete,,,,,,,Ed,Acosta,,Eduardo Elixbet,,215,77,B,R,9/7/1970,10/4/1972,,acosted01,acosted01,acose101,acosted01,acosted01
41,acostjo01,,,1891,3,4,Cuba,,Havana,1977,11,16,Cuba,,Havana,Jose,Acosta,,Jose,Acostica,134,66,R,R,7/28/1920,5/12/1922,,acostjo01,acostjo01,acosj101,acostjo01,acostjo01
42,acostme01,,,1896,5,19,Cuba,,Bauta,1963,11,17,USA,FL,Miami,Merito,Acosta,,Baldomero Pedro (Fernandez),,140,67,L,L,6/15/1913,9/2/1918,,acostme01,acostme01,acosm101,acostme01,acostme01
43,acrema01,,,1968,9,16,USA,CA,Concord,,,,,,,Mark,Acre,,Mark Robert,,235,80,R,R,5/13/1994,5/10/1997,New Mexico State,acrema01,acrema01,acrem001,acrema01,acrema01
44,,adairbi99m,,1913,2,10,,,,2002,6,17,USA,AL,Bay Minette,Bill,Adair,,Marion Danne,,168,72,,,,,,adairbi99,adairbi99,adaib801,adairbi99,adairbi99
45,adairje01,,,1936,12,17,USA,OK,Sand Springs,1987,5,31,USA,OK,Tulsa,Jerry,Adair,,Kenneth Jerry,Casper the Friendly Ghost,175,72,R,R,9/2/1958,5/3/1970,,adairje01,adairje01,adaij101,adairje01,adairje01
46,adairji01,,,1907,1,25,USA,TX,Waxahachie,1982,12,9,USA,TX,Dallas,Jimmy,Adair,,James Aubrey,Choppy,154,70,R,R,8/24/1931,9/7/1931,,adairji01,adairji01,adaij102,adairji01,adairji01
47,adamsac01,,,1910,3,2,USA,CA,Willows,2006,2,26,USA,GA,Albany,Ace,Adams,,Ace Townsend,,182,70,R,R,4/15/1941,4/24/1946,,adamsac01,adamsac01,adama101,adamsac01,adamsac01
48,adamsba01,,adamsba01h,1882,5,18,USA,IN,Tipton,1968,7,27,USA,MD,Silver Spring,Babe,Adams,,Charles Benjamin,,185,71,L,R,4/18/1906,8/11/1926,,adamsba01,adamsba01,adamb104,adamsba01,adamsba01
49,adamsbe01,,,1891,6,21,USA,TX,Wharton,1940,6,24,USA,CA,Los Angeles,Bert,Adams,,John Bertram,,185,73,B,R,8/30/1910,9/28/1919,,adamsbe01,adamsbe01,adamb106,adamsbe01,adamsbe01
50,adamsbo01,,,1901,7,24,USA,MA,Holyoke,1996,10,17,USA,PA,Lemoyne,Bob,Adams,,Robert Burdette,,168,71,R,R,9/22/1925,9/23/1925,,adamsbo01,adamsbo01,adamb107,adamsbo01,adamsbo01
51,adamsbo02,,,1907,1,20,USA,AL,Birmingham,1970,3,6,USA,FL,Jacksonville,Bob,Adams,,Robert Andrew,,165,72,R,R,9/27/1931,9/17/1932,,adamsbo02,adamsbo02,adamb102,adamsbo02,adamsbo02
52,adamsbo04,,,1952,1,6,USA,PA,Pittsburgh,,,,,,,Bob,Adams,,Robert Melvin,,200,74,R,R,7/10/1977,9/29/1977,UCLA,adamsbo04,adamsbo04,adamb105,adamsbo04,adamsbo04
53,adamsbo03,,adamsbo03h,1921,12,14,USA,CA,Tuolumne,1997,2,13,USA,WA,Gig Harbor,Bobby,Adams,,Robert Henry,,160,70,R,R,4/16/1946,4/22/1959,,adamsbo03,adamsbo03,adamb103,adamsbo03,adamsbo03
54,adamsbu01,,,1915,6,24,USA,CO,Trinidad,1990,9,1,USA,CA,Rancho Mirage,Buster,Adams,,Elvin Clark,,180,72,R,R,4/27/1939,9/21/1947,,adamsbu01,adamsbu01,adamb101,adamsbu01,adamsbu01
55,adamsda01,,,1887,6,19,USA,MO,St. Louis,1964,10,6,USA,MO,St.Louis,Dan,Adams,,Daniel Leslie,Rube,165,71,R,R,5/22/1914,9/26/1915,,adamsda01,adamsda01,adamd103,adamsda01,adamsda01
56,adamsdi01,,,1920,4,8,USA,CA,Tuolumne,,,,,,,Dick,Adams,,Richard Leroy,,185,72,R,L,5/20/1947,9/28/1947,,adamsdi01,adamsdi01,adamd102,adamsdi01,adamsdi01
57,adamsdo01,,,1943,1,27,USA,WI,Blue River,,,,,,,Doug,Adams,,Harold Douglas,,185,75,L,R,9/8/1969,10/1/1969,,adamsdo01,adamsdo01,adamd101,adamsdo01,adamsdo01
58,adamsge01,,,,,,,,,,,,,,,George,Adams,,George,,175,66,R,R,6/14/1879,,,adamsge01,adamsge01,adamg102,adamsge01,adamsge01
59,adamsgl01,,,1947,10,4,USA,MA,Northbridge,,,,,,,Glenn,Adams,,Glenn Charles,,180,73,L,R,5/4/1975,10/3/1982,Springfield,adamsgl01,adamsgl01,adamg101,adamsgl01,adamsgl01
60,adamshe01,,,1928,4,14,USA,CA,Hollywood,,,,,,,Herb,Adams,,Herbert Loren,,160,69,L,L,9/17/1948,8/30/1950,,adamshe01,adamshe01,adamh101,adamshe01,adamshe01
61,adamsji01,,,1868,,,USA,IL,East St. Louis,,,,,,,Jim,Adams,,James J.,,,,,R,4/21/1890,4/21/1890,,adamsji01,adamsji01,adamj101,adamsji01,adamsji01
62,adamsjo01,,,1877,10,28,USA,IL,Cowden,1952,10,8,USA,MO,Bachelor,Joe,Adams,,Joseph Edward,Wagon Tongue,190,72,R,L,4/26/1902,4/26/1902,,adamsjo01,adamsjo01,adamj102,adamsjo01,adamsjo01
63,adamska01,,,1891,8,11,USA,GA,Columbus,1967,9,17,USA,WA,Everett,Karl,Adams,,Karl Tutwiler,Rebel,170,74,R,R,4/19/1914,9/23/1915,,adamska01,adamska01,adamk101,adamska01,adamska01
64,adamsmi02,,,1948,7,24,USA,OH,Cincinnati,,,,,,,Mike,Adams,,Robert Michael,,180,69,R,R,9/10/1972,7/25/1978,,adamsmi02,adamsmi02,adamm102,adamsmi02,adamsmi02
65,adamsre01,,,1921,10,7,USA,CA,Parlier,,,,,,,Red,Adams,,Charles Dwight,,185,72,R,R,5/5/1946,7/2/1946,,adamsre01,adamsre01,adamr101,adamsre01,adamsre01
66,adamsri01,,,1878,12,23,USA,TX,Paris,1955,3,10,USA,TX,Paris,Rick,Adams,,Reuben Alexander,,165,72,L,L,7/13/1905,9/29/1905,,adamsri01,adamsri01,adamr102,adamsri01,adamsri01
67,adamsri02,,,1959,1,21,USA,CA,Upland,,,,,,,Ricky,Adams,,Ricky Lee,,180,74,R,R,9/15/1982,10/5/1985,UCLA,adamsri02,adamsri02,adamr001,adamsri02,adamsri02
68,adamssp01,,adamssp01h,1894,8,26,USA,PA,Zerbe,1989,2,24,USA,PA,Pottsville,Sparky,Adams,,Earl John,,151,65,R,R,9/18/1922,9/30/1934,,adamssp01,adamssp01,adams101,adamssp01,adamssp01
69,adamssp02,,,1898,6,21,USA,UT,Layton,1970,11,24,USA,UT,Salt Lake City,Spencer,Adams,,Spencer Dewey,,158,69,L,R,5/8/1923,10/2/1927,,adamssp02,adamssp02,adams102,adamssp02,adamssp02
70,adamste01,,,1973,3,6,USA,AL,Mobile,,,,,,,Terry,Adams,,Terry Wayne,,180,75,R,R,8/10/1995,5/23/2005,,adamste01,adamste01,adamt001,adamste01,adamste01
71,adamswi01,,,1890,9,27,USA,PA,Clearfield,1937,6,18,USA,NY,Albany,Willie,Adams,,James Irvin,,180,76,R,R,6/30/1912,9/6/1919,,adamswi01,adamswi01,adamw101,adamswi01,adamswi01
72,adamswi02,,,1972,10,8,USA,NM,Gallup,,,,,,,Willie,Adams,,William Edward,,215,79,R,R,6/11/1996,8/14/1997,Stanford,adamswi02,adamswi02,adamw001,adamswi02,adamswi02
73,adamsjo02,,,1971,7,2,USA,CA,Lakewood,,,,,,,Joel,Adamson,,Joel Lee,,185,76,L,L,4/10/1996,4/26/1998,Cerritos JC,adamsjo02,adamsjo02,adamj001,adamsjo02,adamsjo02
74,adamsmi01,,,1947,9,13,USA,CA,San Diego,,,,,,,Mike,Adamson,,John Michael,,185,74,R,R,7/1/1967,5/7/1969,,adamsmi01,adamsmi01,adamm101,adamsmi01,adamsmi01
75,adcocjo01,adcocjo01m,,1927,10,30,USA,LA,Coushatta,1999,5,3,USA,LA,Coushatta,Joe,Adcock,,Joseph Wilbur,,210,76,R,R,4/23/1950,10/1/1966,,adcocjo01,adcocjo01,adcoj101,adcocjo01,adcocjo01
76,addisbo01,,,1925,11,6,USA,OH,Mineral,,,,,,,Bob,Addis,,Robert Gordon,,175,72,L,R,9/1/1950,6/12/1953,,addisbo01,addisbo01,addib101,addisbo01,addisbo01
77,adducji01,,,1959,8,9,USA,IL,Chicago,,,,,,,Jim,Adduci,,James David,,200,77,L,L,9/12/1983,7/26/1989,Southern Illinois,adducji01,adducji01,adduj001,adducji01,adducji01
78,addybo01,addybo01m,,1845,2,,USA,NY,Rochester,1910,4,9,USA,ID,Pocatello,Bob,Addy,,Robert Edward,Magnet,160,68,L,L,5/6/1871,,,addybo01,addybo01,addyb101,addybo01,addybo01
79,aderhmo01,,,1915,9,13,USA,NC,Mount Olive,1955,3,18,USA,FL,Sarasota,Morrie,Aderholt,,Morris Woodroe,,188,73,L,R,9/13/1939,9/30/1945,,aderhmo01,aderhmo01,aderm101,aderhmo01,aderhmo01
80,adkinde01,,,1918,5,11,USA,KS,Norcatur,1998,12,26,USA,CA,Santa Monica,Dewey,Adkins,,John Dewey,,195,74,R,R,9/19/1942,10/2/1949,,adkinde01,adkinde01,adkid103,adkinde01,adkinde01
81,adkindi01,,,1920,3,3,USA,TX,Electra,1955,9,12,USA,TX,Electra,Dick,Adkins,,Richard Earl,,165,70,R,R,9/19/1942,9/20/1942,,adkindi01,adkindi01,adkid101,adkindi01,adkindi01
82,adkindo01,,,1872,8,5,USA,WI,Troy,1934,2,21,USA,NC,Durham,Doc,Adkins,,Merle Theron,,220,70,R,R,6/24/1902,9/29/1903,,adkindo01,adkindo01,adkid102,adkindo01,adkindo01
83,adkingr01,,,1897,6,29,USA,AR,Jacksonville,1966,3,31,USA,AR,Little Rock,Grady,Adkins,,Grady Emmett,Butcher Boy,175,71,R,R,4/13/1928,10/5/1929,,adkingr01,adkingr01,adkig101,adkingr01,adkingr01
84,adkinst01,,,1964,10,26,USA,IL,Chicago,,,,,,,Steve,Adkins,,Steven Thomas,,210,78,R,L,9/12/1990,10/3/1990,Pennsylvania,adkinst01,adkinst01,adkis001,adkinst01,adkinst01
85,adkinhe01,,,1874,9,1,USA,IL,Chicago,1923,5,1,USA,UT,Salt Lake City,Henry,Adkinson,,Henry Magee,,,,,,9/25/1895,9/25/1895,,adkinhe01,adkinhe01,adkih101,adkinhe01,adkinhe01
86,adlesda01,,,1943,7,15,USA,CA,Long Beach,,,,,,,Dave,Adlesh,,David George,,187,72,R,R,5/12/1963,9/28/1968,,adlesda01,adlesda01,adled101,adlesda01,adlesda01
87,afenitr01,,,1963,9,21,USA,CA,Escondido,,,,,,,Troy,Afenir,,Michael Troy,,185,76,R,R,9/14/1987,7/10/1992,Palomar,afenitr01,afenitr01,afent001,afenitr01,afenitr01
88,agbaybe01,,,1971,12,28,USA,HI,Honolulu,,,,,,,Benny,Agbayani,,Benny Peter (Jr.),,225,72,R,R,6/17/1998,9/29/2002,,agbaybe01,agbaybe01,agbab001,agbaybe01,agbaybe01
89,ageeto01,,ageeto01h,1942,8,9,USA,AL,Magnolia,2001,1,22,USA,NY,New York,Tommie,Agee,,Tommie Lee,,195,71,R,R,9/14/1962,9/30/1973,,ageeto01,ageeto01,ageet101,ageeto01,ageeto01
90,agganha01,,,1929,4,20,USA,MA,Lynn,1955,6,27,USA,MA,Cambridge,Harry,Agganis,,Aristotle George,The Golden Greek,200,74,L,L,4/13/1954,6/2/1955,,agganha01,agganha01,aggah101,agganha01,agganha01
91,aglerjo01,,,1887,6,12,USA,OH,Coshocton,1971,4,26,USA,OH,Massillon,Joe,Agler,,Joseph Abram,,165,71,L,L,10/1/1912,9/30/1915,,aglerjo01,aglerjo01,aglej101,aglerjo01,aglerjo01
92,agnewsa01,,,1887,4,12,USA,MO,Farmington,1951,7,19,USA,CA,Sonoma,Sam,Agnew,,Samuel Lester,Slam,185,71,R,R,4/10/1913,9/28/1919,,agnewsa01,agnewsa01,agnes101,agnewsa01,agnewsa01
93,agostju01,,,1958,2,23,P.R.,,Rio Piedras,,,,,,,Juan,Agosto,,Juan Roberto (Gonzalez),,190,74,L,L,9/7/1981,6/19/1993,,agostju01,agostju01,agosj001,agostju01,agostju01
94,aguaylu01,,,1959,3,13,P.R.,,Vega Baja,,,,,,,Luis,Aguayo,,Luis (Muriel),,173,69,R,R,4/19/1980,9/30/1989,,aguaylu01,aguaylu01,agual001,aguaylu01,aguaylu01
95,aguilri01,,aguilri01h,1961,12,31,USA,CA,San Gabriel,,,,,,,Rick,Aguilera,,Richard Warren,,195,76,R,R,6/12/1985,9/6/2000,Brigham Young,aguilri01,aguilri01,aguir001,aguilri01,aguilri01
96,aguirha01,,,1931,1,31,USA,CA,Azusa,1994,9,5,USA,MI,Bloomfield Hills,Hank,Aguirre,,Henry John,,205,76,R,L,9/10/1955,6/24/1970,,aguirha01,aguirha01,aguih101,aguirha01,aguirha01
97,ahearch01,,,,,,,,,,,,,,,Charlie,Ahearn,,Charles,,,,,,6/19/1880,6/19/1880,,ahearch01,ahearch01,aheac101,ahearch01,ahearch01
98,ahearpa01,,,1969,12,10,USA,CA,San Francisco,,,,,,,Pat,Ahearne,,Patrick Howard,,195,75,R,R,6/14/1995,6/30/1995,Pepperdine,ahearpa01,ahearpa01,aheap001,ahearpa01,ahearpa01
99,aikenwi01,,,1954,10,14,USA,SC,Seneca,,,,,,,Willie,Aikens,,Willie Mays,,220,75,L,R,5/17/1977,4/27/1985,South Carolina,aikenwi01,aikenwi01,aikew001,aikenwi01,aikenwi01
100,aingeda01,,,1959,3,17,USA,OR,Eugene,,,,,,,Danny,Ainge,,Daniel Ray,,175,76,R,R,5/21/1979,9/22/1981,Brigham Young,aingeda01,aingeda01,aingd101,aingeda01,aingeda01
101,ainsmed01,,,1890,2,4,Russia,,,1981,9,6,USA,FL,Ft.Lauderdale,Eddie,Ainsmith,born Edward Anshmedt,Edward Wilbur,Dorf,180,71,R,R,8/9/1910,7/21/1924,,ainsmed01,ainsmed01,ainse101,ainsmed01,ainsmed01
102,ainswku01,,,1978,9,9,USA,LA,Baton Rouge,,,,,,,Kurt,Ainsworth,,,,192,75,R,R,9/5/2001,5/14/2004,Louisiana State,ainswku01,ainswku01,ainsk001,ainswku01,ainswku01
103,aitchra01,,,1887,12,5,USA,SD,Tyndall,1958,9,26,USA,KS,Columbus,Raleigh,Aitchison,,Raleigh Leonidas,,175,71,R,L,4/19/1911,6/20/1915,,aitchra01,aitchra01,aitcr101,aitchra01,aitchra01
104,aitonge01,,,1890,12,29,USA,KS,Kingman,1976,8,16,USA,CA,North Hollywood,George,Aiton,,George Wilson,,175,71,B,R,6/29/1912,7/28/1912,,aitonge01,aitonge01,aitog101,aitonge01,aitonge01
105,akejo01,,,1861,8,29,USA,PA,Altoona,1887,5,11,USA,WI,LaCrosse,John,Ake,,John Leckie,,180,73,R,R,5/12/1884,7/14/1884,,akejo01,akejo01,ake-j101,akejo01,akejo01
106,akerja01,,akerja01h,1940,7,13,USA,CA,Tulare,,,,,,,Jack,Aker,,Jackie Delane,,190,74,R,R,5/3/1964,9/27/1974,,akerja01,akerja01,akerj102,akerja01,akerja01
107,akerfda01,,,1962,6,12,USA,CO,Denver,,,,,,,Darrel,Akerfelds,,Darrel Wayne,,210,74,R,R,8/1/1986,7/2/1991,Arkansas,akerfda01,akerfda01,akerd001,akerfda01,akerfda01
108,akersbi01,,,1904,12,25,USA,TN,Chattanooga,1962,4,13,USA,TN,Chattanooga,Bill,Akers,,William G.,Bump,178,71,R,R,9/8/1929,7/27/1932,,akersbi01,akersbi01,akerb101,akersbi01,akersbi01
109,akersje01,,,1887,11,1,USA,IN,Shelbyville,1979,5,15,USA,FL,Bay Pines,Jerry,Akers,,Albert Earl,,175,71,R,R,5/4/1912,5/25/1912,,akersje01,akersje01,akerj101,akersje01,akersje01
110,albagi01,,,1960,1,18,D.R.,,Santiago,,,,,,,Gibson,Alba,,Gibson Alberto (Rosado),,160,74,L,L,5/3/1988,5/8/1988,,albagi01,albagi01,albag001,albagi01,albagi01
111,albanjo01,,,1933,6,26,USA,NY,New York,2000,6,17,USA,NY,New York,Joe,Albanese,,Joseph Peter,,215,75,R,R,7/18/1958,9/9/1958,,albanjo01,albanjo01,albaj101,albanjo01,albanjo01
112,alberjo01,,,1969,6,29,P.R.,,San Juan,,,,,,,Jose,Alberro,,Jose Edgardo,,190,74,R,R,4/27/1995,8/5/1997,,alberjo01,alberjo01,albej001,alberjo01,alberjo01
113,alberbu01,,,1950,5,4,USA,PA,Williamsport,,,,,,,Butch,Alberts,,Francis Burt,,205,74,R,R,9/7/1978,9/28/1978,Cincinnati,alberbu01,alberbu01,albeb101,alberbu01,alberbu01
114,albercy01,,,1882,1,14,USA,MI,Grand Rapids,1917,8,27,USA,IN,Fort Wayne,Cy,Alberts,,Frederick Joseph,,230,72,R,R,9/17/1910,10/12/1910,,albercy01,albercy01,albec101,albercy01,albercy01
115,albergu01,,,1861,,,USA,PA,Reading,1912,5,7,USA,CO,Idaho Springs,Gus,Alberts,,Augustus Peter,,180,66,R,R,5/1/1884,9/22/1891,,albergu01,albergu01,albeg101,albergu01,albergu01
116,albosed01,,,1918,10,27,USA,MI,Saginaw,2003,1,7,USA,MI,Saginaw,Ed,Albosta,,Edward John,Rube,175,73,R,R,9/3/1941,9/24/1946,,albosed01,albosed01,alboe101,albosed01,albosed01
117,albreed01,,,1929,2,28,USA,MO,Affton,1979,12,29,USA,IL,Cahokia,Ed,Albrecht,,Edward Arthur,,165,70,R,R,10/2/1949,4/26/1950,,albreed01,albreed01,albre101,albreed01,albreed01
118,albrija01,,,1921,6,30,USA,FL,St. Petersburg,1991,7,22,USA,CA,San Diego,Jack,Albright,,Harold John,,175,69,R,R,5/19/1947,7/27/1947,,albrija01,albrija01,albrj101,albrija01,albrija01
119,alburvi01,,,1947,5,12,USA,FL,Key West,,,,,,,Vic,Albury,,Victor,,190,72,L,L,8/7/1973,9/26/1976,,alburvi01,alburvi01,albuv101,alburvi01,alburvi01
120,alcalsa01,,,1952,12,23,D.R.,,San Pedro de Macoris,,,,,,,Santo,Alcala,born Santo Anibal (Alcala),Santo,,195,77,R,R,4/10/1976,9/25/1977,,alcalsa01,alcalsa01,alcas101,alcalsa01,alcalsa01
121,alcanis01,,,1971,5,6,D.R.,,Santo Domingo,,,,,,,Israel,Alcantara,,,,180,74,R,R,6/25/2000,8/22/2002,,alcanis01,alcanis01,alcai001,alcanis01,alcanis01
122,alcarlu01,,,1941,6,20,P.R.,,Humacao,,,,,,,Luis,Alcaraz,,Angel Luis (Acosta),,165,69,R,R,9/13/1967,6/7/1970,,alcarlu01,alcarlu01,alcal101,alcarlu01,alcarlu01
